Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Cassava,75000,1292.0,484.59,25.94
Maize,19842,1292.0,484.59,25.94
Sweet potatoes,31724,1292.0,484.59,25.94
Cassava,80000,1292.0,484.59,25.31
Maize,21657,1292.0,484.59,25.31
Sweet potatoes,38088,1292.0,484.59,25.31
Cassava,100000,1292.0,484.59,25.16
Maize,24762,1292.0,484.59,25.16
Sweet potatoes,35304,1292.0,484.59,25.16
Cassava,102308,1292.0,375.89,25.23
Maize,30000,1292.0,375.89,25.23
Sweet potatoes,30556,1292.0,375.89,25.23
Cassava,100000,1292.0,384.23,25.79
Maize,30500,1292.0,384.23,25.79
Sweet potatoes,34792,1292.0,384.23,25.79
Cassava,103333,1292.0,269.66,25.46
Maize,35500,1292.0,269.66,25.46
Sweet potatoes,33846,1292.0,269.66,25.46
Cassava,106816,1292.0,315.74,25.43
Maize,36000,1292.0,315.74,25.43
Sweet potatoes,34323,1292.0,315.74,25.43
Cassava,106250,1292.0,268.2,25.34
Maize,38000,1292.0,268.2,25.34
Sweet potatoes,34519,1292.0,268.2,25.34
Cassava,105556,1292.0,268.2,25.71
Maize,40000,1292.0,268.2,25.71
Sweet potatoes,34364,1292.0,268.2,25.71
Cassava,139562,1292.0,268.2,25.63
Maize,47619,1292.0,268.2,25.63
Sweet potatoes,34462,1292.0,268.2,25.63
Cassava,180917,1292.0,268.2,25.46
Maize,60000,1292.0,268.2,25.46
Sweet potatoes,34560,1292.0,268.2,25.46
Cassava,221795,1292.0,268.2,24.77
Maize,75333,1292.0,268.2,24.77
Plantains and others,79048,1292.0,268.2,24.77
Sweet potatoes,34658,1292.0,268.2,24.77
Cassava,225128,1292.0,268.2,25.76
Maize,73085,1292.0,268.2,25.76
Plantains and others,78182,1292.0,268.2,25.76
Sweet potatoes,34757,1292.0,268.2,25.76
Cassava,223000,1292.0,268.2,25.46
Maize,73404,1292.0,268.2,25.46
Plantains and others,77391,1292.0,268.2,25.46
Sweet potatoes,34855,1292.0,268.2,25.46
Cassava,221509,1292.0,268.2,25.88
Maize,74465,1292.0,268.2,25.88
Plantains and others,76928,1292.0,268.2,25.88
Sweet potatoes,34953,1292.0,268.2,25.88
Potatoes,186667,83.0,14.05,26.26
Sweet potatoes,116667,83.0,14.05,26.26
Potatoes,206667,83.0,14.05,25.73
Sweet potatoes,120000,83.0,14.05,25.73
Potatoes,188000,83.0,14.05,25.09
Sweet potatoes,112500,83.0,14.05,25.09
Potatoes,162857,83.0,14.05,26.09
Sweet potatoes,116667,83.0,14.05,26.09
Potatoes,147500,83.0,30.86,26.66
Sweet potatoes,125000,83.0,30.86,26.66
Potatoes,166667,83.0,12.46,26.18
Sweet potatoes,120000,83.0,12.46,26.18
Potatoes,125000,83.0,12.16,26.76
Potatoes,160000,83.0,9.42,26.11
Potatoes,160000,83.0,11.15,27.54
Potatoes,100000,83.0,12.5,27.67
Potatoes,103333,83.0,8.65,26.99
Potatoes,110000,83.0,9.2,27.36
Potatoes,190000,83.0,0.91,27.19
Potatoes,180000,83.0,12.24,27.07
Potatoes,100000,83.0,12.75,26.89
Potatoes,130000,83.0,12.12,27.15
Potatoes,255556,83.0,16.25,27.13
Potatoes,210000,83.0,10.45,26.96
Potatoes,166667,83.0,12.59,27.24
Potatoes,155598,83.0,9.84,28.0
Potatoes,171162,83.0,9.14,27.01
Potatoes,177812,83.0,9.14,27.45
Potatoes,179569,83.0,9.14,27.86
Maize,10015,2666.0,1266.0,25.98
Maize,10015,2666.0,1266.0,25.98
Potatoes,91410,2666.0,1266.0,25.98
Potatoes,91410,2666.0,1266.0,25.98
"Rice, paddy",25661,2666.0,1266.0,25.98
"Rice, paddy",25661,2666.0,1266.0,25.98
Sorghum,8103,2666.0,1266.0,25.98
Sorghum,8103,2666.0,1266.0,25.98
Sweet potatoes,98316,2666.0,1266.0,25.98
Sweet potatoes,98316,2666.0,1266.0,25.98
Wheat,15034,2666.0,1266.0,25.98
Wheat,15034,2666.0,1266.0,25.98
Maize,9781,2666.0,1287.0,25.85
Maize,9781,2666.0,1287.0,25.85
Potatoes,99868,2666.0,1287.0,25.85
Potatoes,99868,2666.0,1287.0,25.85
"Rice, paddy",26592,2666.0,1287.0,25.85
"Rice, paddy",26592,2666.0,1287.0,25.85
Sorghum,8376,2666.0,1287.0,25.85
Sorghum,8376,2666.0,1287.0,25.85
Sweet potatoes,96481,2666.0,1287.0,25.85
Sweet potatoes,96481,2666.0,1287.0,25.85
Wheat,16767,2666.0,1287.0,25.85
Wheat,16767,2666.0,1287.0,25.85
Maize,9319,2666.0,1453.0,25.86
Maize,9319,2666.0,1453.0,25.86
Potatoes,107931,2666.0,1453.0,25.86
Potatoes,107931,2666.0,1453.0,25.86
"Rice, paddy",26893,2666.0,1453.0,25.86
"Rice, paddy",26893,2666.0,1453.0,25.86
Sorghum,8988,2666.0,1453.0,25.86
Sorghum,8988,2666.0,1453.0,25.86
Sweet potatoes,96477,2666.0,1453.0,25.86
Sweet potatoes,96477,2666.0,1453.0,25.86
Wheat,18534,2666.0,1453.0,25.86
Wheat,18534,2666.0,1453.0,25.86
Maize,9351,2666.0,1487.0,25.73
Maize,9351,2666.0,1487.0,25.73
Potatoes,106787,2666.0,1487.0,25.73
Potatoes,106787,2666.0,1487.0,25.73
"Rice, paddy",27185,2666.0,1487.0,25.73
"Rice, paddy",27185,2666.0,1487.0,25.73
Sorghum,8948,2666.0,1487.0,25.73
Sorghum,8948,2666.0,1487.0,25.73
Sweet potatoes,95714,2666.0,1487.0,25.73
Sweet potatoes,95714,2666.0,1487.0,25.73
Wheat,18457,2666.0,1487.0,25.73
Wheat,18457,2666.0,1487.0,25.73
Maize,9042,2666.0,1594.5,25.91
Maize,9042,2666.0,1594.5,25.91
Potatoes,109570,2666.0,1594.5,25.91
Potatoes,109570,2666.0,1594.5,25.91
"Rice, paddy",25328,2666.0,1594.5,25.91
"Rice, paddy",25328,2666.0,1594.5,25.91
Sorghum,9892,2666.0,1594.5,25.91
Sorghum,9892,2666.0,1594.5,25.91
Sweet potatoes,95373,2666.0,1594.5,25.91
Sweet potatoes,95373,2666.0,1594.5,25.91
Wheat,18390,2666.0,1594.5,25.91
Wheat,18390,2666.0,1594.5,25.91
Maize,10700,2666.0,1702.0,26.09
Maize,10700,2666.0,1702.0,26.09
Potatoes,111665,2666.0,1702.0,26.09
Potatoes,111665,2666.0,1702.0,26.09
"Rice, paddy",26527,2666.0,1702.0,26.09
"Rice, paddy",26527,2666.0,1702.0,26.09
Sorghum,9804,2666.0,1702.0,26.09
Sorghum,9804,2666.0,1702.0,26.09
Sweet potatoes,95186,2666.0,1702.0,26.09
Sweet potatoes,95186,2666.0,1702.0,26.09
Wheat,19483,2666.0,1702.0,26.09
Wheat,19483,2666.0,1702.0,26.09
Maize,10166,2666.0,1919.0,26.15
Maize,10166,2666.0,1919.0,26.15
Potatoes,112741,2666.0,1919.0,26.15
Potatoes,112741,2666.0,1919.0,26.15
"Rice, paddy",27629,2666.0,1919.0,26.15
"Rice, paddy",27629,2666.0,1919.0,26.15
Sorghum,9959,2666.0,1919.0,26.15
Sorghum,9959,2666.0,1919.0,26.15
Sweet potatoes,96081,2666.0,1919.0,26.15
Sweet potatoes,96081,2666.0,1919.0,26.15
Wheat,19531,2666.0,1919.0,26.15
Wheat,19531,2666.0,1919.0,26.15
Maize,10914,2666.0,2035.0,25.55
Maize,10914,2666.0,2035.0,25.55
Potatoes,112551,2666.0,2035.0,25.55
Potatoes,112551,2666.0,2035.0,25.55
"Rice, paddy",27431,2666.0,2035.0,25.55
"Rice, paddy",27431,2666.0,2035.0,25.55
Sorghum,10297,2666.0,2035.0,25.55
Sorghum,10297,2666.0,2035.0,25.55
Sweet potatoes,93946,2666.0,2035.0,25.55
Sweet potatoes,93946,2666.0,2035.0,25.55
Wheat,20544,2666.0,2035.0,25.55
Wheat,20544,2666.0,2035.0,25.55
Maize,7339,2666.0,2068.0,26.13
Maize,7339,2666.0,2068.0,26.13
Potatoes,113972,2666.0,2068.0,26.13
Potatoes,113972,2666.0,2068.0,26.13
"Rice, paddy",29358,2666.0,2068.0,26.13
"Rice, paddy",29358,2666.0,2068.0,26.13
Sorghum,7901,2666.0,2068.0,26.13
Sorghum,7901,2666.0,2068.0,26.13
Sweet potatoes,95325,2666.0,2068.0,26.13
Sweet potatoes,95325,2666.0,2068.0,26.13
Wheat,22408,2666.0,2068.0,26.13
Wheat,22408,2666.0,2068.0,26.13
Maize,12346,2666.0,2532.0,26.31
Maize,12346,2666.0,2532.0,26.31
Potatoes,112810,2666.0,2532.0,26.31
Potatoes,112810,2666.0,2532.0,26.31
"Rice, paddy",32139,2666.0,2532.0,26.31
"Rice, paddy",32139,2666.0,2532.0,26.31
Sorghum,12346,2666.0,2532.0,26.31
Sorghum,12346,2666.0,2532.0,26.31
Sweet potatoes,92786,2666.0,2532.0,26.31
Sweet potatoes,92786,2666.0,2532.0,26.31
Wheat,21627,2666.0,2532.0,26.31
Wheat,21627,2666.0,2532.0,26.31
Maize,20597,2666.0,3170.0,25.91
Maize,20597,2666.0,3170.0,25.91
Potatoes,120591,2666.0,3170.0,25.91
Potatoes,120591,2666.0,3170.0,25.91
"Rice, paddy",34836,2666.0,3170.0,25.91
"Rice, paddy",34836,2666.0,3170.0,25.91
Sorghum,12346,2666.0,3170.0,25.91
Sorghum,12346,2666.0,3170.0,25.91
Sweet potatoes,92479,2666.0,3170.0,25.91
Sweet potatoes,92479,2666.0,3170.0,25.91
Wheat,22104,2666.0,3170.0,25.91
Wheat,22104,2666.0,3170.0,25.91
Maize,32216,2666.0,3295.78,25.93
Maize,32216,2666.0,3295.78,25.93
Potatoes,129163,2666.0,3295.78,25.93
Potatoes,129163,2666.0,3295.78,25.93
"Rice, paddy",34020,2666.0,3295.78,25.93
"Rice, paddy",34020,2666.0,3295.78,25.93
Sorghum,12346,2666.0,3295.78,25.93
Sorghum,12346,2666.0,3295.78,25.93
Sweet potatoes,90907,2666.0,3295.78,25.93
Sweet potatoes,90907,2666.0,3295.78,25.93
Wheat,21643,2666.0,3295.78,25.93
Wheat,21643,2666.0,3295.78,25.93
Maize,40349,2666.0,2954.29,26.1
Maize,40349,2666.0,2954.29,26.1
Potatoes,126010,2666.0,2954.29,26.1
Potatoes,126010,2666.0,2954.29,26.1
"Rice, paddy",34902,2666.0,2954.29,26.1
"Rice, paddy",34902,2666.0,2954.29,26.1
Sorghum,12361,2666.0,2954.29,26.1
Sorghum,12361,2666.0,2954.29,26.1
Sweet potatoes,90919,2666.0,2954.29,26.1
Sweet potatoes,90919,2666.0,2954.29,26.1
Wheat,21644,2666.0,2954.29,26.1
Wheat,21644,2666.0,2954.29,26.1
Maize,48243,2666.0,5587.81,26.14
Maize,48243,2666.0,5587.81,26.14
Potatoes,144313,2666.0,5587.81,26.14
Potatoes,144313,2666.0,5587.81,26.14
"Rice, paddy",35359,2666.0,5587.81,26.14
"Rice, paddy",35359,2666.0,5587.81,26.14
Sorghum,11633,2666.0,5587.81,26.14
Sorghum,11633,2666.0,5587.81,26.14
Sweet potatoes,89459,2666.0,5587.81,26.14
Sweet potatoes,89459,2666.0,5587.81,26.14
Wheat,19527,2666.0,5587.81,26.14
Wheat,19527,2666.0,5587.81,26.14
Maize,53311,2666.0,7605.01,26.19
Maize,53311,2666.0,7605.01,26.19
Potatoes,148805,2666.0,7605.01,26.19
Potatoes,148805,2666.0,7605.01,26.19
"Rice, paddy",37814,2666.0,7605.01,26.19
"Rice, paddy",37814,2666.0,7605.01,26.19
Sorghum,13214,2666.0,7605.01,26.19
Sorghum,13214,2666.0,7605.01,26.19
Soybeans,14148,2666.0,7605.01,26.19
Soybeans,14148,2666.0,7605.01,26.19
Sweet potatoes,88704,2666.0,7605.01,26.19
Sweet potatoes,88704,2666.0,7605.01,26.19
Wheat,17478,2666.0,7605.01,26.19
Wheat,17478,2666.0,7605.01,26.19
Maize,52998,2666.0,9074.43,26.44
Maize,52998,2666.0,9074.43,26.44
Potatoes,143848,2666.0,9074.43,26.44
Potatoes,143848,2666.0,9074.43,26.44
"Rice, paddy",38541,2666.0,9074.43,26.44
"Rice, paddy",38541,2666.0,9074.43,26.44
Sorghum,13587,2666.0,9074.43,26.44
Sorghum,13587,2666.0,9074.43,26.44
Soybeans,15144,2666.0,9074.43,26.44
Soybeans,15144,2666.0,9074.43,26.44
Sweet potatoes,90254,2666.0,9074.43,26.44
Sweet potatoes,90254,2666.0,9074.43,26.44
Wheat,15344,2666.0,9074.43,26.44
Wheat,15344,2666.0,9074.43,26.44
Maize,59812,2666.0,10962.31,25.95
Maize,59812,2666.0,10962.31,25.95
Potatoes,149768,2666.0,10962.31,25.95
Potatoes,149768,2666.0,10962.31,25.95
"Rice, paddy",40833,2666.0,10962.31,25.95
"Rice, paddy",40833,2666.0,10962.31,25.95
Sorghum,13462,2666.0,10962.31,25.95
Sorghum,13462,2666.0,10962.31,25.95
Soybeans,14717,2666.0,10962.31,25.95
Soybeans,14717,2666.0,10962.31,25.95
Sweet potatoes,90479,2666.0,10962.31,25.95
Sweet potatoes,90479,2666.0,10962.31,25.95
Wheat,18471,2666.0,10962.31,25.95
Wheat,18471,2666.0,10962.31,25.95
Maize,60172,2666.0,12936.5,26.0
Maize,60172,2666.0,12936.5,26.0
Potatoes,165373,2666.0,12936.5,26.0
Potatoes,165373,2666.0,12936.5,26.0
"Rice, paddy",41441,2666.0,12936.5,26.0
"Rice, paddy",41441,2666.0,12936.5,26.0
Sorghum,21505,2666.0,12936.5,26.0
Sorghum,21505,2666.0,12936.5,26.0
Soybeans,15026,2666.0,12936.5,26.0
Soybeans,15026,2666.0,12936.5,26.0
Sweet potatoes,97290,2666.0,12936.5,26.0
Sweet potatoes,97290,2666.0,12936.5,26.0
Wheat,21753,2666.0,12936.5,26.0
Wheat,21753,2666.0,12936.5,26.0
Maize,56831,2666.0,13790.09,26.54
Maize,56831,2666.0,13790.09,26.54
Potatoes,133367,2666.0,13790.09,26.54
Potatoes,133367,2666.0,13790.09,26.54
"Rice, paddy",42404,2666.0,13790.09,26.54
"Rice, paddy",42404,2666.0,13790.09,26.54
Sorghum,13300,2666.0,13790.09,26.54
Sorghum,13300,2666.0,13790.09,26.54
Soybeans,14660,2666.0,13790.09,26.54
Soybeans,14660,2666.0,13790.09,26.54
Sweet potatoes,96232,2666.0,13790.09,26.54
Sweet potatoes,96232,2666.0,13790.09,26.54
Wheat,21516,2666.0,13790.09,26.54
Wheat,21516,2666.0,13790.09,26.54
Maize,58378,2666.0,13283.72,26.65
Maize,58378,2666.0,13283.72,26.65
Potatoes,182299,2666.0,13283.72,26.65
Potatoes,182299,2666.0,13283.72,26.65
"Rice, paddy",43422,2666.0,13283.72,26.65
"Rice, paddy",43422,2666.0,13283.72,26.65
Sorghum,12806,2666.0,13283.72,26.65
Sorghum,12806,2666.0,13283.72,26.65
Soybeans,17090,2666.0,13283.72,26.65
Soybeans,17090,2666.0,13283.72,26.65
Sweet potatoes,98688,2666.0,13283.72,26.65
Sweet potatoes,98688,2666.0,13283.72,26.65
Wheat,23959,2666.0,13283.72,26.65
Wheat,23959,2666.0,13283.72,26.65
Maize,61512,2666.0,14798.28,25.8
Maize,61512,2666.0,14798.28,25.8
Potatoes,180931,2666.0,14798.28,25.8
Potatoes,180931,2666.0,14798.28,25.8
"Rice, paddy",43917,2666.0,14798.28,25.8
"Rice, paddy",43917,2666.0,14798.28,25.8
Sorghum,14667,2666.0,14798.28,25.8
Sorghum,14667,2666.0,14798.28,25.8
Soybeans,15898,2666.0,14798.28,25.8
Soybeans,15898,2666.0,14798.28,25.8
Sweet potatoes,97962,2666.0,14798.28,25.8
Sweet potatoes,97962,2666.0,14798.28,25.8
Wheat,26012,2666.0,14798.28,25.8
Wheat,26012,2666.0,14798.28,25.8
Maize,65838,2666.0,13289.18,26.28
Maize,65838,2666.0,13289.18,26.28
Potatoes,190627,2666.0,13289.18,26.28
Potatoes,190627,2666.0,13289.18,26.28
"Rice, paddy",44206,2666.0,13289.18,26.28
"Rice, paddy",44206,2666.0,13289.18,26.28
Sorghum,13452,2666.0,13289.18,26.28
Sorghum,13452,2666.0,13289.18,26.28
Soybeans,15814,2666.0,13289.18,26.28
Soybeans,15814,2666.0,13289.18,26.28
Sweet potatoes,102939,2666.0,13289.18,26.28
Sweet potatoes,102939,2666.0,13289.18,26.28
Wheat,27789,2666.0,13289.18,26.28
Wheat,27789,2666.0,13289.18,26.28
Maize,65953,2666.0,15330.16,26.59
Maize,65953,2666.0,15330.16,26.59
Potatoes,193790,2666.0,15330.16,26.59
Potatoes,193790,2666.0,15330.16,26.59
"Rice, paddy",45317,2666.0,15330.16,26.59
"Rice, paddy",45317,2666.0,15330.16,26.59
Sorghum,11343,2666.0,15330.16,26.59
Sorghum,11343,2666.0,15330.16,26.59
Soybeans,14729,2666.0,15330.16,26.59
Soybeans,14729,2666.0,15330.16,26.59
Sweet potatoes,97019,2666.0,15330.16,26.59
Sweet potatoes,97019,2666.0,15330.16,26.59
Wheat,30138,2666.0,15330.16,26.59
Wheat,30138,2666.0,15330.16,26.59
Maize,30000,618.0,8306.31,6.74
Potatoes,115326,618.0,8306.31,6.74
Wheat,27983,618.0,8306.31,6.74
Maize,12000,618.0,8306.31,5.61
Potatoes,155463,618.0,8306.31,5.61
Wheat,26826,618.0,8306.31,5.61
Maize,5000,618.0,8306.31,6.26
Potatoes,118235,618.0,8306.31,6.26
Wheat,22802,618.0,8306.31,6.26
Maize,24545,618.0,8306.31,6.68
Potatoes,131092,618.0,8306.31,6.68
Wheat,24791,618.0,8306.31,6.68
Maize,23000,618.0,8306.31,5.32
Potatoes,151328,618.0,8306.31,5.32
Wheat,21989,618.0,8306.31,5.32
Maize,20333,618.0,8306.31,5.98
Potatoes,99173,618.0,8306.31,5.98
Wheat,25132,618.0,8306.31,5.98
Maize,26522,618.0,8306.31,6.11
Potatoes,108971,618.0,8306.31,6.11
Wheat,21347,618.0,8306.31,6.11
Maize,26053,618.0,8306.31,7.38
Potatoes,113330,618.0,8306.31,7.38
Wheat,17322,618.0,8306.31,7.38
Maize,23077,618.0,8306.31,7.52
Potatoes,131888,618.0,8306.31,7.52
Wheat,21367,618.0,8306.31,7.52
Maize,25917,618.0,8306.31,6.71
Potatoes,122132,618.0,8306.31,6.71
Wheat,21255,618.0,8306.31,6.71
Maize,32889,618.0,8306.31,7.34
Potatoes,134922,618.0,8306.31,7.34
Wheat,26919,618.0,8306.31,7.34
Maize,35297,618.0,8306.31,6.49
Potatoes,195459,618.0,8306.31,6.49
Wheat,33040,618.0,8306.31,6.49
Maize,39965,618.0,8306.31,6.53
Potatoes,177299,618.0,8306.31,6.53
Wheat,32812,618.0,8306.31,6.53
Maize,39390,618.0,8306.31,6.6
Potatoes,191956,618.0,8306.31,6.6
Wheat,28191,618.0,8306.31,6.6
Maize,50653,618.0,8306.31,7.51
Potatoes,211948,618.0,8306.31,7.51
Wheat,32771,618.0,8306.31,7.51
Maize,43890,618.0,8306.31,7.75
Potatoes,220735,618.0,8306.31,7.75
Wheat,39752,618.0,8306.31,7.75
Maize,46818,618.0,8306.31,6.75
Potatoes,186040,618.0,8306.31,6.75
Wheat,35428,618.0,8306.31,6.75
Maize,49306,618.0,8306.31,6.71
Potatoes,213518,618.0,8306.31,6.71
Wheat,28851,618.0,8306.31,6.71
Maize,65950,618.0,8306.31,7.29
Potatoes,209564,618.0,8306.31,7.29
Wheat,33088,618.0,8306.31,7.29
Maize,50407,618.0,9578.67,6.33
Potatoes,208131,618.0,9578.67,6.33
Wheat,35822,618.0,9578.67,6.33
Maize,55656,618.0,9163.51,7.83
Potatoes,193536,618.0,9163.51,7.83
Wheat,30610,618.0,9163.51,7.83
Maize,111006,847.0,9560.49,11.37
Wheat,79198,847.0,9560.49,11.37
Maize,113522,847.0,8529.07,10.94
Wheat,80475,847.0,8529.07,10.94
Maize,111962,847.0,9204.0,11.44
Wheat,82757,847.0,9204.0,11.44
Maize,122246,847.0,9186.0,10.94
Wheat,89806,847.0,9186.0,10.94
Maize,116872,847.0,9776.0,11.16
Wheat,82733,847.0,9776.0,11.16
Maize,101929,847.0,8244.02,11.48
Wheat,82549,847.0,8244.02,11.48
Maize,131278,847.0,6712.05,11.52
Wheat,78908,847.0,6712.05,11.52
Maize,119258,847.0,6516.47,10.9
Wheat,87585,847.0,6516.47,10.9
Maize,121174,847.0,5496.04,11.0
Wheat,94652,847.0,5496.04,11.0
Maize,119283,847.0,4644.53,9.74
Wheat,88272,847.0,4644.53,9.74
Maize,119360,847.0,5740.44,11.69
Wheat,84046,847.0,5740.44,11.69
Maize,102438,847.0,6139.3,10.68
Wheat,84522,847.0,6139.3,10.68
Maize,111500,847.0,5905.6,10.36
Wheat,89349,847.0,5905.6,10.36
Maize,2899,416.0,17.0,19.54
Sorghum,2500,416.0,17.0,19.54
Wheat,26178,416.0,17.0,19.54
Maize,3962,416.0,19.0,19.29
Sorghum,3663,416.0,19.0,19.29
Wheat,22464,416.0,19.0,19.29
Maize,1899,416.0,17.0,20.59
Sorghum,2909,416.0,17.0,20.59
Wheat,21653,416.0,17.0,20.59
Maize,1353,416.0,17.0,19.97
Sorghum,5236,416.0,17.0,19.97
Wheat,20843,416.0,17.0,19.97
Maize,1698,416.0,17.0,19.26
Sorghum,2182,416.0,17.0,19.26
Wheat,20032,416.0,17.0,19.26
Maize,9477,416.0,17.0,19.96
Sorghum,3597,416.0,17.0,19.96
Wheat,19222,416.0,17.0,19.96
Maize,2463,416.0,17.0,19.1
Sorghum,3592,416.0,17.0,19.1
Wheat,19009,416.0,17.0,19.1
Maize,2867,416.0,17.0,19.26
Sorghum,2455,416.0,17.0,19.26
Wheat,17235,416.0,17.0,19.26
Maize,910,416.0,17.0,20.05
Sorghum,3364,416.0,17.0,20.05
Wheat,16667,416.0,17.0,20.05
Maize,1111,416.0,17.0,20.24
Sorghum,2669,416.0,17.0,20.24
Wheat,16337,416.0,17.0,20.24
Maize,1123,416.0,17.0,18.97
Sorghum,1573,416.0,17.0,18.97
Wheat,15878,416.0,17.0,18.97
Maize,1992,416.0,17.0,19.36
Sorghum,11538,416.0,17.0,19.36
Wheat,15714,416.0,17.0,19.36
Maize,2947,416.0,17.0,19.89
Sorghum,4218,416.0,17.0,19.89
Wheat,14563,416.0,17.0,19.89
Maize,1743,416.0,17.0,19.41
Sorghum,3343,416.0,17.0,19.41
Wheat,12692,416.0,17.0,19.41
Maize,2297,416.0,17.0,20.42
Sorghum,18316,416.0,17.0,20.42
Wheat,11614,416.0,17.0,20.42
Maize,2511,416.0,17.0,18.97
Sorghum,5024,416.0,17.0,18.97
Wheat,10452,416.0,17.0,18.97
Maize,1219,416.0,17.0,19.71
Sorghum,9979,416.0,17.0,19.71
Wheat,9000,416.0,17.0,19.71
Maize,1844,416.0,17.0,19.63
Sorghum,5507,416.0,17.0,19.63
Wheat,8000,416.0,17.0,19.63
Maize,2429,416.0,17.0,19.25
Sorghum,5042,416.0,17.0,19.25
Maize,1617,416.0,17.0,19.98
Sorghum,5701,416.0,17.0,19.98
Maize,3473,416.0,17.0,19.19
Sorghum,6690,416.0,17.0,19.19
Maize,1370,416.0,17.0,19.83
Sorghum,6779,416.0,17.0,19.83
Maize,849,416.0,17.0,18.69
Sorghum,3168,416.0,17.0,18.69
Cassava,125529,1761.0,49695.0,21.88
Cassava,125529,1761.0,49695.0,20.29
Cassava,125529,1761.0,49695.0,17.77
Cassava,125529,1761.0,49695.0,17.77
Cassava,125529,1761.0,49695.0,27.65
Cassava,125529,1761.0,49695.0,20.29
Cassava,125529,1761.0,49695.0,27.07
Cassava,125529,1761.0,49695.0,18.47
Cassava,125529,1761.0,49695.0,25.76
Cassava,125529,1761.0,49695.0,24.64
Cassava,125529,1761.0,49695.0,25.29
Maize,18735,1761.0,49695.0,21.88
Maize,18735,1761.0,49695.0,20.29
Maize,18735,1761.0,49695.0,17.77
Maize,18735,1761.0,49695.0,17.77
Maize,18735,1761.0,49695.0,27.65
Maize,18735,1761.0,49695.0,20.29
Maize,18735,1761.0,49695.0,27.07
Maize,18735,1761.0,49695.0,18.47
Maize,18735,1761.0,49695.0,25.76
Maize,18735,1761.0,49695.0,24.64
Maize,18735,1761.0,49695.0,25.29
Potatoes,141084,1761.0,49695.0,21.88
Potatoes,141084,1761.0,49695.0,20.29
Potatoes,141084,1761.0,49695.0,17.77
Potatoes,141084,1761.0,49695.0,17.77
Potatoes,141084,1761.0,49695.0,27.65
Potatoes,141084,1761.0,49695.0,20.29
Potatoes,141084,1761.0,49695.0,27.07
Potatoes,141084,1761.0,49695.0,18.47
Potatoes,141084,1761.0,49695.0,25.76
Potatoes,141084,1761.0,49695.0,24.64
Potatoes,141084,1761.0,49695.0,25.29
"Rice, paddy",18803,1761.0,49695.0,21.88
"Rice, paddy",18803,1761.0,49695.0,20.29
"Rice, paddy",18803,1761.0,49695.0,17.77
"Rice, paddy",18803,1761.0,49695.0,17.77
"Rice, paddy",18803,1761.0,49695.0,27.65
"Rice, paddy",18803,1761.0,49695.0,20.29
"Rice, paddy",18803,1761.0,49695.0,27.07
"Rice, paddy",18803,1761.0,49695.0,18.47
"Rice, paddy",18803,1761.0,49695.0,25.76
"Rice, paddy",18803,1761.0,49695.0,24.64
"Rice, paddy",18803,1761.0,49695.0,25.29
Sorghum,17150,1761.0,49695.0,21.88
Sorghum,17150,1761.0,49695.0,20.29
Sorghum,17150,1761.0,49695.0,17.77
Sorghum,17150,1761.0,49695.0,17.77
Sorghum,17150,1761.0,49695.0,27.65
Sorghum,17150,1761.0,49695.0,20.29
Sorghum,17150,1761.0,49695.0,27.07
Sorghum,17150,1761.0,49695.0,18.47
Sorghum,17150,1761.0,49695.0,25.76
Sorghum,17150,1761.0,49695.0,24.64
Sorghum,17150,1761.0,49695.0,25.29
Soybeans,17322,1761.0,49695.0,21.88
Soybeans,17322,1761.0,49695.0,20.29
Soybeans,17322,1761.0,49695.0,17.77
Soybeans,17322,1761.0,49695.0,17.77
Soybeans,17322,1761.0,49695.0,27.65
Soybeans,17322,1761.0,49695.0,20.29
Soybeans,17322,1761.0,49695.0,27.07
Soybeans,17322,1761.0,49695.0,18.47
Soybeans,17322,1761.0,49695.0,25.76
Soybeans,17322,1761.0,49695.0,24.64
Soybeans,17322,1761.0,49695.0,25.29
Sweet potatoes,101661,1761.0,49695.0,21.88
Sweet potatoes,101661,1761.0,49695.0,20.29
Sweet potatoes,101661,1761.0,49695.0,17.77
Sweet potatoes,101661,1761.0,49695.0,17.77
Sweet potatoes,101661,1761.0,49695.0,27.65
Sweet potatoes,101661,1761.0,49695.0,20.29
Sweet potatoes,101661,1761.0,49695.0,27.07
Sweet potatoes,101661,1761.0,49695.0,18.47
Sweet potatoes,101661,1761.0,49695.0,25.76
Sweet potatoes,101661,1761.0,49695.0,24.64
Sweet potatoes,101661,1761.0,49695.0,25.29
Wheat,11540,1761.0,49695.0,21.88
Wheat,11540,1761.0,49695.0,20.29
Wheat,11540,1761.0,49695.0,17.77
Wheat,11540,1761.0,49695.0,17.77
Wheat,11540,1761.0,49695.0,27.65
Wheat,11540,1761.0,49695.0,20.29
Wheat,11540,1761.0,49695.0,27.07
Wheat,11540,1761.0,49695.0,18.47
Wheat,11540,1761.0,49695.0,25.76
Wheat,11540,1761.0,49695.0,24.64
Wheat,11540,1761.0,49695.0,25.29
Yams,91489,1761.0,49695.0,21.88
Yams,91489,1761.0,49695.0,20.29
Yams,91489,1761.0,49695.0,17.77
Yams,91489,1761.0,49695.0,17.77
Yams,91489,1761.0,49695.0,27.65
Yams,91489,1761.0,49695.0,20.29
Yams,91489,1761.0,49695.0,27.07
Yams,91489,1761.0,49695.0,18.47
